,caption,image_id
390569,We are looking at a young man playing tennis.,377760
390617,Man serving a tennis ball in a tennis court.,377760
390707,a guy getting ready to return the served tennis ball,377760
390720,A man standing on top of a tennis court holding a racquet.,377760
395827,three women cooking hamburgers and hot dogs on a grill,219880
395882,Two women discuss the food that they are preparing.,219880
396172,A person that is cooking some food outside.,219880
396224,A woman is cooking on a grill and serving food.,219880
396505,a person standing behind an open grill cooking with someone else,219880
169957,A man riding a horse drawn buggie through a city street.,365117
170018,a man driving a brown horse with a buggy,365117
170194,A street scene with a horse pulling a carriage.,365117
170808,A man rides a taxi driven by a horse. ,365117
170810,A man and a dog in a horse drawn buggy.,365117
221013,An old and new view of a building which has a restaurant on the front.,529545
221060,A picture shows the before and after of a historical building.,529545
221091,The same building is shown in the horse and buggy days and today.,529545
221208,"two photos of the same location, comparing the location in the present and in the past",529545
221237,"There is a building from the past with a horse and carriage in front, and a building in the present with a car parked in front.",529545
174641,A woman tying a belt around her waist.,511641
174645,A woman wearing a ring tying a piece of cloth around her waist.,511641
174676,A woman's hands tying a belt around her waist.,511641
179609,a womans hands with a ring is tying a bow on a black dress,511641
179722,A woman is tying a shiny satin belt.,511641
239361,A cross country skier makes his way up the slope.  ,187134
239457,A man smiles as he skies through the snow.,187134
239511,A man with a back pack hiking up a hill.,187134
239701,a man climbing a mountain with his skis,187134
239756,A boy is climbing up a ski slope.,187134
38539,A man standing on a ladder in a library.,223701
39695,A man on a ladder trying to reach a book,223701
39759,A man stands on a ladder to reach high on a bookshelf.,223701
39765,A man standing on a ladder to reach books on the top shelves of a bookshelf. ,223701
39771,A man stands high up on the ladder of a book shelf.,223701
173761,A group of horse drawn carriages sitting in front of a tall building.,196294
173975,These horses are standing outside in the rain with carriages attached to them.,196294
174090,Horses wearing raincoats are pulling carts with umbrellas.,196294
174188,Several horse drawn buggies in the rain with umbrellas.,196294
174343,many people riding horse drawn carriages with umbrellas,196294
190010,A woman standing on a rock covered beach near the ocean.,401842
190042,Two people standing on a rock looking out at he ocean.,401842
190092,A couple standing under an umbrella looking out at the sea.,401842
190105,A couple holding an umbrella standing near the ocean. ,401842
190263,Two persons covers with an umbrella near the sea,401842
387789,A man that has a refrigerator leaning on him.,395504
387827,A man moving a white refrigerator into a kitchen.,395504
387894,A man that has a refrigerator leaning against him and furniture on both sides of him.,395504
387920,this man is moving a fridge to a room,395504
387957,A man who is moving a refrigerator in a kitchen.,395504
341328,a group of people gathered in a living room.,217938
341371,An older woman sits in a chair surrounded by younger family members.,217938
341421,An elderly woman is sitting near two children and another woman.,217938
341436,An older woman in a recliner with family gathered around.,217938
341498,A group of people in a room together.,217938
300896,A woman on a tennis court about to serve the ball.,39467
300968,A woman raises her tennis racket on the court,39467
301210,A woman on a tennis court prepares to hit a ball.,39467
301382,A woman taking a swing at a tennis ball,39467
301539,A woman about to serve a tennis ball on an outdoor court.,39467
98417,People having a conversation while drinking coffee and walking dog.,118697
98527,"Three people talking on a busy sidewalk, two of them with dogs on leashes.",118697
98538,A man and woman enjoy a cup of coffee while walking their dog.,118697
98562,A man and woman holding coffee and talking to a woman in the city while walking their dog,118697
98754,A group of people stand around there dogs.,118697
407631,A mother brushing her child's hair with a plastic brush,287239
407663,There is a woman brushing a baby's hair.,287239
407679,A women who is brushing a young child's hair.,287239
407701,A baby girl getting her hair brushed by her mom. ,287239
407745,A young girl getting her hair brushed an an older girl.,287239
274590,people being served a healthy meal in a village,69809
274672,Two men preparing food at table with wall in the background.,69809
274845,A man and a woman standing next to each other over bowls of food.,69809
274859,A woman serves a child some food on his plate.,69809
274960,Several people gathered around bowls of food on a wooden table.,69809
320140,The boy was in his bed reading a book,162282
320180,A young man laying on a green pillow reading a book.,162282
320242,A boy who is in bed is reading a softcover book.,162282
320331,A person laying down reading a book. ,162282
320387,A young man reading a book on his bed at home,162282
200339,A horse drawn carriage is tied to a tree,312958
200387,A picture of a horse and carriage with no driver.,312958
200434,Draft horse tied to a tree in a city carriage service.,312958
200504,"A large brown horse with a white stripe down his forehead and nose, is parked, along with the carriage he pulls, next to the sidewalk.",312958
200796,a horse pulls a cart down a city street,312958
41931,A dog hanging it's head out of the window in a back seat.,178431
43075,White and brown dog sticking head out of window of car on roadway.,178431
43092,A cute dog is enjoying the fresh air while vehicles drive on. ,178431
43226,A dog holds its head out the car window.,178431
43277,a dog hangs its head outside a car window,178431
44397,an image of an alley way with bikes parked,338169
44400,A side street of cobblestones and many parked motorcycles.,338169
44516,A long row of motorcycles on a very narrow street.,338169
44542,The alleyway is lined with many parked motorcycles.,338169
